timestamp(ms),IMU[1].GyrZ
167829.069,0.10626034438610077
167929.069,0.09157837927341461
168029.069,0.07233764976263046
168129.069,0.11932612955570221
168229.069,0.2808379530906677
168329.069,0.5260014533996582
168429.069,0.6707907915115356
168529.069,0.6999785900115967
168629.069,0.7328285574913025
168729.069,0.7761948108673096
168829.069,0.8238193392753601
168929.069,0.880480945110321
169029.069,0.911647617816925
169129.069,0.9245590567588806
169229.069,0.9136473536491394
169329.069,0.8887569904327393
169429.069,0.8520672917366028
169529.069,0.8359673619270325
169629.069,0.850651741027832
169729.069,0.8887930512428284
169829.069,0.9018478393554688
169929.069,0.8814048767089844
170029.069,0.8679065704345703
170129.069,0.8799663782119751
170229.069,0.8860062956809998
170329.069,0.8760969638824463
170429.069,0.8607164621353149
170529.069,0.862827479839325
170629.069,0.8831830024719238
170729.069,0.8927672505378723
170829.069,0.8605131506919861
170929.069,0.8585007190704346
171029.069,0.863866925239563
171129.069,0.8841810822486877
171229.069,0.9132314920425415
171329.069,0.8962172865867615
171429.069,0.8853153586387634
171529.069,0.8820754289627075
171629.069,0.8724150061607361
171729.069,0.8680526614189148
171829.069,0.8936643004417419
171929.069,0.9273166656494141
172029.069,0.8706424832344055
172129.069,0.8221956491470337
172229.069,0.9057812094688416
172329.069,0.950186014175415
172429.069,0.7740733027458191
172529.069,0.8733164072036743
172629.069,0.8794322609901428
172729.069,0.8774696588516235
172829.069,0.8567853569984436
172929.069,0.9003931283950806
173029.069,0.8901600241661072
173129.069,0.9037268161773682
173229.069,0.8779847621917725
173329.069,0.8447554707527161
173429.069,0.8354828357696533
173529.069,0.8539645671844482
173629.069,0.8642146587371826
173729.069,0.8231104612350464
173829.069,0.8132435083389282
173929.069,0.8479627966880798
174029.069,0.8574848175048828
174129.069,0.8583763837814331
174229.069,0.8641760945320129
174329.069,0.8487133979797363
174429.069,0.8309148550033569
174529.069,0.8345082998275757
174629.069,0.8402184844017029
174729.069,0.8487051129341125
174829.069,0.8104617595672607
174929.069,0.7907258868217468
175029.069,0.8153690695762634
175129.069,0.8429113030433655
175229.069,0.8490672707557678
175329.069,0.8319953083992004
175429.069,0.8150067925453186
175529.069,0.8550271987915039
175629.069,0.8662548065185547
175729.069,0.8320910334587097
175829.069,0.8040992617607117
175929.069,0.8012393116950989
176029.069,0.86186683177948
176129.069,0.9085375666618347
176229.069,0.8843366503715515
176329.069,0.8472821116447449
176429.069,0.8200624585151672
176529.069,0.8444557189941406
176629.069,0.9219697713851929
176729.069,0.9106636643409729
176829.069,0.8739926815032959
176929.069,0.8742080330848694
177029.069,0.8814030885696411
177129.069,0.8531972765922546
177229.069,0.8472679257392883
177329.069,0.9293607473373413
177429.069,0.9840466380119324
177529.069,0.9299725890159607
177629.069,0.8796683549880981
177729.069,0.8277512788772583
177829.069,0.8997467756271362
177929.069,0.8971067070960999
178029.069,0.8714781999588013
178129.069,0.8072812557220459
178229.069,0.8729725480079651
178329.069,0.8461703062057495
178429.069,0.8641482591629028
178529.069,0.8647503852844238
178629.069,0.8794462084770203
178729.069,0.8757131099700928
178829.069,0.8498132824897766
178929.069,0.8501092195510864
179029.069,0.8556174635887146
179129.069,0.8651295304298401
179229.069,0.8526343107223511
179329.069,0.8272491693496704
179429.069,0.8374150991439819
179529.069,0.8409436345100403
179629.069,0.8800931572914124
179729.069,0.8850521445274353
179829.069,0.8783275485038757
179929.069,0.8367823958396912
180029.069,0.8085464239120483
180129.069,0.818617582321167
180229.069,0.8254132866859436
180329.069,0.8454751968383789
180429.069,0.8678038716316223
180529.069,0.8656489849090576
180629.069,0.8332557082176208
180729.069,0.7923627495765686
180829.069,0.8016542792320251
180929.069,0.8074973225593567
181029.069,0.7859528064727783
181129.069,0.777056097984314
181229.069,0.8253694772720337
181329.069,0.8612421154975891
181429.069,0.8642038106918335
181529.069,0.8896580338478088
181629.069,0.9405750632286072
181729.069,0.9123844504356384










































































































